the_geom,cartodb_id,year,lead_ppb,address,zipcode,latitude,longitude
0101000020E610000032CB9E0436B453C0C0401020436D4540,81,2005,0,"256 Cumberland Buffalo, NY, 14220",14220,42.853611,-78.815797
0101000020E61000001940530A15B453C0A4F78DAF3D6C4540,82,2005,0,"290 Choate Buffalo, NY, 14220",14220,42.8456325,-78.8137842
0101000020E6100000A6EC99CA47B353C0EB1D6E87866B4540,83,2005,0,"330 Potters Buffalo, NY, 14220",14220,42.840043,-78.8012568
0101000020E610000045D4449F8FB453C046B247A8196D4540,84,2005,0,"768 McKinley Parkway Buffalo, NY, 14220",14220,42.8523455,-78.821266
0101000020E61000003ACD02ED0EB553C0F76C1D1CEC6B4540,85,2005,0,"87 Altruria Buffalo, NY, 14220",14220,42.843143,-78.829036
0101000020E6100000B1506B9A77B853C0E2AC889AE8734540,86,2005,0,"116 Richmond Buffalo, NY, 14222",14222,42.905536,-78.8823
0101000020E61000009EB29AAE27B653C025AB22DC64784540,87,2005,1.1,"487 Crescent Buffalo, NY, 14214",14214,42.940578,-78.846172
0101000020E61000006ADE718A8EB953C0DAA9B9DC607A4540,88,2005,1.2,"30 Henrietta Buffalo, NY, 14207",14207,42.956081,-78.899325
0101000020E6100000D4D51D8B6DB653C0618E1EBFB7734540,89,2005,1.3,"480 Best Buffalo, NY, 14208",14208,42.904045,-78.850436
0101000020E61000002B90341367B353C0EEE76F9DDA774540,90,2005,1.3,"277 Hastings Buffalo, NY, 14215",14215,42.9363591,-78.8031662
0101000020E61000005E521097F7B753C077C54263DC744540,91,2005,1.3,"120 Lexington Buffalo, NY, 14222",14222,42.9129757,-78.8744867
0101000020E6100000BCCB457C27B653C04C1762F547724540,92,2005,1.4,"42 Fox Buffalo, NY, 14212",14212,42.892821,-78.84616
0101000020E6100000A415DF50F8B553C01EDFDE35E8774540,93,2005,1.4,"43 Greenfield Buffalo, NY, 14214",14214,42.936774,-78.843281
0101000020E61000007D09151C5EB353C040852348A56C4540,94,2005,1.5,"2387 Seneca Buffalo, NY, 14210",14210,42.848794,-78.802619
0101000020E61000004B6F2475A7B353C0AAB0BE26106F4540,95,2005,1.6,"102 Cable Buffalo, NY, 14206",14206,42.8676804,-78.8070958
0101000020E6100000C4FEFC080DBA53C0A1A58691B97A4540,96,2005,1.7,"81 Baxter Buffalo, NY, 14207",14207,42.9587881,-78.9070456
0101000020E6100000349E08E23CB653C0C6BFCFB870784540,97,2005,1.7,"279 Summit Buffalo, NY, 14214",14214,42.94094,-78.847466
0101000020E6100000F0F8F6AE41B853C02159C0046E754540,98,2005,1.8,"460 Ashland Buffalo, NY, 14222",14222,42.91742,-78.879009
0101000020E6100000CA1AF5108DB953C0F9F6AE415F7A4540,99,2005,1.9,"28 Henrietta Buffalo, NY, 14207",14207,42.956032,-78.899235
0101000020E6100000872293428FB953C04E97C5C4E6794540,100,2005,2,"301 Crowley Buffalo, NY, 14207",14207,42.952355,-78.8993689
0101000020E61000007155D97745B953C07AC8940F417B4540,101,2005,2.1,"113 Doyle Buffalo, NY, 14207",14207,42.962923,-78.894865
0101000020E61000009E45EF54C0B753C0646EBE11DD794540,102,2005,3.6,"156 Stratford Buffalo, NY, 14216",14216,42.952059,-78.871114
0101000020E61000009BC761307FB953C0D5AF743E3C7B4540,103,2005,3.9,"69 Albemarle Buffalo, NY, 14207",14207,42.962776,-78.898388
0101000020E610000084F068E388B953C02DD1596611784540,104,2005,4.4,"78 Gorton Street Buffalo, NY, 14207",14207,42.938031,-78.89898
0101000020E61000002BAF4B43C3B753C01F3A4E1B1F7A4540,105,2005,4.6,"155 Avery Buffalo, NY, 14216",14216,42.9540743,-78.8712929
0101000020E610000044C4CDA964B953C0F584251E50764540,106,2005,8.4,"72 Potomac Buffalo, NY, 14213",14213,42.92432,-78.896769
0101000020E6100000957EC2D9ADB353C090108A52E7754540,107,2005,13,"223 Hagen Buffalo, NY, 14215",14215,42.9211219,-78.807486
0101000020E6100000BF9B6ED921B453C08692C9A99D714540,108,2005,21,"1226 Bailey Buffalo, NY, 14206",14206,42.887624,-78.814566
0101000020E6100000CFD8976C3CB853C0A7785C548B724540,109,2008,0,"80 Trinity Place Buffalo, NY, 14201",14201,42.894877,-78.878688
0101000020E6100000E49EAEEE58B753C0020EA14ACD6E4540,110,2008,0,"14 Tennessee Buffalo, NY, 14204",14204,42.86564,-78.864803
0101000020E6100000B9A4C574FCB653C08E7FB09D39724540,111,2008,0,"572 Spring Street Buffalo, NY, 14204",14204,42.8923833,-78.8591587
0101000020E61000009F1AD423B2B353C0F4D43439C6714540,112,2008,0,"150 Ideal Buffalo, NY, 14206",14206,42.8888618,-78.8077478
0101000020E610000053E9279CDDB353C0003B376DC66F4540,113,2008,0,"45 Kopernik Buffalo, NY, 14206",14206,42.873243,-78.810401
0101000020E610000063A70EA8EDB653C0B1C22D1F49754540,114,2008,0,"139 Chester Buffalo, NY, 14208",14208,42.916294,-78.8582554
0101000020E610000092280F66EEB653C08A05BEA25B754540,115,2008,0,"159 Chester Buffalo, NY, 14208",14208,42.916859,-78.8583007
0101000020E61000002DCB7CAC05B453C063B66455846D4540,116,2008,0,"55 S. Ryan Buffalo, NY, 14210",14210,42.855601,-78.8128463
0101000020E6100000137D3ECA08B453C096056E38876D4540,117,2008,0,"57 S. Ryan Buffalo, NY, 14210",14210,42.8556891,-78.8130365
0101000020E6100000AA44D95B4AB453C01FC99BB2896E4540,118,2008,0,"70 Avondale Place Buffalo, NY, 14210",14210,42.8635772,-78.8170385
0101000020E61000004B77D7D990B853C02123A0C211764540,119,2008,0,"420 W. Delavan Buffalo, NY, 14213",14213,42.922417,-78.883841
0101000020E6100000E38BF67821B753C03A89AD45B0794540,120,2008,0,"201 Commonwealth Buffalo, NY, 14216",14216,42.9506919,-78.861418
0101000020E610000044C2F7FE06B753C09BC24A0515794540,121,2008,0,"48 Rugby Road Buffalo, NY, 14216",14216,42.945954,-78.859802
0101000020E610000022718FA50FB653C0BD38F1D58E7A4540,122,2008,0,"55 Coburg Buffalo, NY, 14216",14216,42.957484,-78.844705
0101000020E610000049F3C7B436B453C0C7BAB88D066C4540,123,2008,0,"24 McClellan Circle Buffalo, NY, 14220",14220,42.84395,-78.815839
0101000020E6100000E08101840FB553C045B9347EE16B4540,124,2008,0,"82 West Woodside Ave. Buffalo, NY, 14220",14220,42.842819,-78.829072
0101000020E6100000CA1AF5108DB953C0F9F6AE415F7A4540,125,2008,1,"28 Henrietta Buffalo, NY, 14207",14207,42.956032,-78.899235
0101000020E6100000A320787CFBB353C027874F3A916D4540,126,2008,1,"31 S. Ryan Buffalo, NY, 14210",14210,42.8559945,-78.8122245
0101000020E61000009E45EF54C0B753C0646EBE11DD794540,127,2008,1,"156 Stratford Buffalo, NY, 14216",14216,42.952059,-78.871114
0101000020E610000037A5BC56C2B353C0CD72D9E89C6A4540,128,2008,1,"24 Ward Court Buffalo, NY, 14220",14220,42.8329135,-78.8087365
0101000020E610000065ABCB2901B453C0D87E32C6876D4540,129,2008,1.1,"45 S. Ryan Buffalo, NY, 14210",14210,42.855706,-78.812571
0101000020E6100000A064BCF701B553C0599187742E764540,130,2008,1.1,"36 Durham Buffalo, NY, 14215",14215,42.9232927,-78.8282451
0101000020E6100000FB9463B238B353C015F99A8AF9784540,131,2008,1.1,"53 Huntley Road Buffalo, NY, 14215",14215,42.9451154,-78.8003355
0101000020E61000003EF1F7E612B553C08835F0FED36B4540,132,2008,1.2,"79 West Woodside Ave. Buffalo, NY, 14220",14220,42.8424071,-78.8292787
0101000020E610000093C3279D48B853C0F75B3B5112764540,133,2008,1.2,"74 Bidwell Parkway Buffalo, NY, 14222",14222,42.922434,-78.879432
0101000020E6100000F71DC363BFB753C0A72215C616744540,134,2008,1.3,"841 Delaware Buffalo, NY, 14209",14209,42.906945,-78.8710565
0101000020E6100000B5A1629CBFB853C033A083D3277A4540,135,2008,1.5,"106 Rebecca Park Buffalo, NY, 14207",14207,42.9543404,-78.886695
0101000020E610000039B5334CEDB353C0AD307DAF216C4540,136,2008,1.5,"16 Magnolia Buffalo, NY, 14220",14220,42.844778,-78.8113585
0101000020E61000004757E9EE3AB453C02028B7ED7B764540,137,2008,1.6,"46 Schreck Buffalo, NY, 14215",14215,42.925657,-78.816097
0101000020E61000000BB6114F76B953C03E5A9C31CC754540,138,2008,1.7,"16 Lafayette Buffalo, NY, 14213",14213,42.920294,-78.897846
0101000020E61000009AED0A7DB0B953C0E04BE141B3794540,139,2008,1.9,"29 Mayer Buffalo, NY, 14207",14207,42.950783,-78.901397
0101000020E6100000062E8F3523B453C0CB82893F8A6C4540,140,2008,1.9,"93 Alsace Buffalo, NY, 14220",14220,42.847969,-78.814649
0101000020E61000007F9F71E140B453C083DE1B43006E4540,141,2008,2,"90 Hammershmidt Buffalo, NY, 14210",14210,42.859383,-78.81646
0101000020E6100000349E08E23CB653C0C6BFCFB870784540,142,2008,2,"279 Summit Buffalo, NY, 14214",14214,42.94094,-78.847466
0101000020E61000008C0B0742B2B353C08BA6B393C1774540,143,2008,2,"155 Phyllis Buffalo, NY, 14215",14215,42.935595,-78.807755
0101000020E6100000020F0C207CB953C00A0F9A5DF7744540,144,2008,2.2,"864 West Buffalo, NY, 14213",14213,42.913799,-78.898201
0101000020E610000070500CDA75B353C08EA6C4BF196B4540,145,2008,2.2,"76 Densmore Buffalo, NY, 14220",14220,42.8367233,-78.8040681
0101000020E610000099C7500427B553C0C7AEFE19EF6B4540,146,2008,2.3,"47 Altruria Buffalo, NY, 14220",14220,42.8432343,-78.8305064
0101000020E61000006ADE718A8EB953C0DAA9B9DC607A4540,147,2008,2.4,"30 Henrietta Buffalo, NY, 14207",14207,42.956081,-78.899325
0101000020E61000003CFF870588B353C08A1755D0FE6D4540,148,2008,2.6,"44 Frank Buffalo, NY, 14210",14210,42.8593388,-78.8051771
0101000020E6100000FDA4DAA7E3B753C0F0C3414294794540,149,2008,2.6,"72 Camden Buffalo, NY, 14216",14216,42.949837,-78.87327
0101000020E6100000488AC8B08AB353C0E9BAF083F3714540,150,2008,2.8,"200 Gold Buffalo, NY, 14206",14206,42.890244,-78.80534
0101000020E6100000A837A3E6ABB553C018710168947A4540,151,2008,2.8,"60 N. Parker Buffalo, NY, 14216",14216,42.957654,-78.838617
0101000020E61000008675E3DD91B653C0C4279D4830794540,152,2008,2.9,"79 Sterling Buffalo, NY, 14216",14216,42.946786,-78.852653
0101000020E6100000FF209221C7B353C0B43BA418206F4540,153,2008,3.1,"50 Weiss Buffalo, NY, 14206",14206,42.868167,-78.809029
0101000020E6100000F16904D1C9B853C00744882B67754540,154,2008,3.1,"60 Hoyt Buffalo, NY, 14213",14213,42.917211,-78.8873179
0101000020E6100000855D143DF0B353C0FD4E93196F794540,155,2008,3.1,"403 Winspear Buffalo, NY, 14215",14215,42.948703,-78.811538
0101000020E6100000C100C28712B453C00BD0B69A756E4540,156,2008,3.9,"111 Sage Buffalo, NY, 14210",14210,42.862964,-78.813631
0101000020E610000058FE7C5BB0B353C0EAAEEC82C1774540,157,2008,3.9,"157 Phyllis Buffalo, NY, 14215",14215,42.935593,-78.807639
0101000020E610000090FB0C5E2AB653C00F441669E2734540,158,2008,4.4,"58 Linden Park Buffalo, NY, 14208",14208,42.905347,-78.8463359
0101000020E61000000D7A257F66B353C0A415DF50F86C4540,159,2008,4.5,"157 Parkview Buffalo, NY, 14210",14210,42.851328,-78.8031309
0101000020E610000044C4CDA964B953C0F584251E50764540,160,2008,6,"72 Potomac Buffalo, NY, 14213",14213,42.92432,-78.896769
0101000020E61000002BAF4B43C3B753C01F3A4E1B1F7A4540,161,2008,6,"155 Avery Buffalo, NY, 14216",14216,42.9540743,-78.8712929
0101000020E6100000EDEB6580B0B353C04128EFE368724540,162,2008,6.3,"328 Ideal Buffalo, NY, 14206",14206,42.893826,-78.8076478
0101000020E6100000C66B5ED559B953C0AD9E93DE37744540,163,2008,6.3,"795 Prospect Buffalo, NY, 14213",14213,42.907955,-78.896108
0101000020E6100000E78FC4268DB453C05C0B6943B46B4540,164,2008,7,"70 Mariemont Buffalo, NY, 14220",14220,42.8414387,-78.8211152
0101000020E6100000CE9F8037EEB653C02133614557754540,165,2008,7.2,"153 Chester Buffalo, NY, 14208",14208,42.9167258,-78.8582896
0101000020E610000084F068E388B953C02DD1596611784540,166,2008,7.6,"78 Gorton Street Buffalo, NY, 14207",14207,42.938031,-78.89898
0101000020E6100000E49EAEEE58B753C0020EA14ACD6E4540,167,2011,0,"14 Tennesee Street Buffalo, NY, 14204",14204,42.86564,-78.864803
0101000020E6100000DB519CA38EB353C08109DCBA9B714540,168,2011,0,"228 Ludington Street Buffalo, NY, 14206",14206,42.887565,-78.805581
0101000020E61000000CCA349A5CB953C0342C465D6B7B4540,169,2011,0,"2220 Kenmore Avenue Buffalo, NY, 14207",14207,42.964214,-78.896277
0101000020E6100000B5A1629CBFB853C033A083D3277A4540,170,2011,0,"106 Rebecca Park Buffalo, NY, 14207",14207,42.9543404,-78.886695
0101000020E61000006ADE718A8EB953C0DAA9B9DC607A4540,171,2011,0,"30 Henrietta Avenue Buffalo, NY, 14207",14207,42.956081,-78.899325
0101000020E6100000CE9F8037EEB653C02133614557754540,172,2011,0,"153 Chester Street Buffalo, NY, 14208",14208,42.9167258,-78.8582896
0101000020E610000063A70EA8EDB653C0B1C22D1F49754540,173,2011,0,"139 Chester Street Buffalo, NY, 14208",14208,42.916294,-78.8582554
0101000020E610000092280F66EEB653C08A05BEA25B754540,174,2011,0,"159 Chester Street Buffalo, NY, 14208",14208,42.916859,-78.8583007
0101000020E610000076244D72F6B653C0632B685A62754540,175,2011,0,"164 Chester Street Buffalo, NY, 14208",14208,42.917064,-78.8587919
0101000020E610000039E34570EDB653C0063E50B868754540,176,2011,0,"173 Chester Street Buffalo, NY, 14208",14208,42.9172583,-78.8582421
0101000020E6100000C839B187F6B653C08D09319754754540,177,2011,0,"152 Chester Street Buffalo, NY, 14208",14208,42.916644,-78.858797
0101000020E61000001B26BFEAEDB653C010397D3D5F754540,178,2011,0,"163 Chester Street Buffalo, NY, 14208",14208,42.916969,-78.8582713
0101000020E6100000861C5BCF10B653C083F23E8EE6744540,179,2011,0,"218 Winslow Avenue Buffalo, NY, 14208",14208,42.913286,-78.844776
0101000020E6100000F71DC363BFB753C0A72215C616744540,180,2011,0,"841 Delaware Avenue Buffalo, NY, 14209",14209,42.906945,-78.8710565
0101000020E61000007F9F71E140B453C083DE1B43006E4540,181,2011,0,"90 Hammershmidt Street Buffalo, NY, 14210",14210,42.859383,-78.81646
0101000020E6100000AA44D95B4AB453C01FC99BB2896E4540,182,2011,0,"70 Avondale Place Buffalo, NY, 14210",14210,42.8635772,-78.8170385
0101000020E6100000C100C28712B453C00BD0B69A756E4540,183,2011,0,"111 Sage Avenue Buffalo, NY, 14210",14210,42.862964,-78.813631
0101000020E6100000FD1186014BB353C02C29779FE3734540,184,2011,0,"244 Bakos Buffalo, NY, 14211",14211,42.905384,-78.801453
0101000020E610000091F12895F0B553C02AA7E26B74744540,185,2011,0,"928 Humbolt Parkway Buffalo, NY, 14211",14211,42.9098029,-78.842809
0101000020E6100000FB912232ACB853C030849CF7FF734540,186,2011,0,"46 15th Street Buffalo, NY, 14213",14213,42.906249,-78.88551
0101000020E61000000BB6114F76B953C03E5A9C31CC754540,187,2011,0,"16 Lafayette Avenue Buffalo, NY, 14213",14213,42.920294,-78.897846
0101000020E6100000EB18FCA2A9B553C05F645D3700774540,188,2011,0,"19 Van Gorder Buffalo, NY, 14214",14214,42.9296941,-78.8384788
0101000020E610000025CCB4FD2BB653C058569A9482764540,189,2011,0,"320 Humbolt Parkway Buffalo, NY, 14214",14214,42.92586,-78.846435
0101000020E6100000B8ACC26680B453C0252367614F774540,190,2011,0,"635 Northumberland Avenue Buffalo, NY, 14215",14215,42.93211,-78.820337
0101000020E610000058FE7C5BB0B353C0EAAEEC82C1774540,191,2011,0,"157 Phyllis Avenue Buffalo, NY, 14215",14215,42.935593,-78.807639
0101000020E6100000F7EAE3A1EFB353C06A99B10D81774540,192,2011,0,"55 Roosevelt Buffalo, NY, 14215",14215,42.9336259,-78.811501
0101000020E61000007B13437232B453C08FDFDBF467774540,193,2011,0,"73 Berwyn Avenue Buffalo, NY, 14215",14215,42.93286,-78.815579
0101000020E6100000319A95ED43B353C0DB183BE125784540,194,2011,0,"44 Janet Buffalo, NY, 14215",14215,42.938656,-78.801021
0101000020E6100000F8C1F9D4B1B353C09757AEB7CD764540,195,2011,0,"163 Weston Avenue Buffalo, NY, 14215",14215,42.928153,-78.807729
0101000020E610000044C2F7FE06B753C09BC24A0515794540,196,2011,0,"48 Rugby Road Buffalo, NY, 14216",14216,42.945954,-78.859802
